iter	RMSE
586	4129.384715
587	4129.163723
588	4128.998637
589	4128.865172
590	4128.635913
591	4128.475299
592	4128.416592
593	4128.352285
594	4128.172122
595	4127.992754
596	4127.763235
597	4127.676929
598	4127.357536
599	4127.202912
600	4127.006672
601	4126.921308
602	4126.717476
603	4126.569624
604	4126.443771
605	4126.035869
606	4125.902157
607	4125.775655
608	4125.656645
609	4125.514784
610	4125.308039
611	4125.246225
612	4125.100866
613	4124.926747
614	4124.801339
615	4124.643997
616	4124.511377
617	4124.450526
618	4124.259867
619	4124.044505
620	4123.875245
621	4123.840642
622	4123.654957
623	4123.607722
624	4123.402563
625	4123.132288
626	4123.037657
627	4122.905097
628	4122.811398
629	4122.778987
630	4122.7215
631	4122.693385
632	4122.332314
633	4122.303834
634	4121.970369
635	4121.86543
636	4121.719735
637	4121.587282
638	4121.473345
639	4121.404537
640	4121.219433
641	4121.083357
642	4120.95948
643	4120.82236
644	4120.688986
645	4120.6077
646	4120.405026
647	4120.146035
648	4120.090567
649	4119.913948
650	4119.776545
651	4119.640868
652	4119.565252
653	4119.538913
654	4119.391976
655	4119.212134
656	4119.088997
657	4118.893923
658	4118.77406
659	4118.594079
660	4118.444429
661	4118.325058
662	4118.261291
663	4118.105655
664	4118.080684
665	4118.026072
666	4117.919275
667	4117.755217
668	4117.699633
669	4117.631845
670	4117.468298
671	4117.385958
672	4117.329048
673	4117.137041
674	4116.975071
675	4116.823054
676	4116.74392
677	4116.607281
678	4116.555065
679	4116.44176
680	4116.307188
681	4116.029953
682	4116.006274
683	4115.85817
684	4115.735773
685	4115.663647
686	4115.52669
687	4115.199314
688	4115.119242
689	4114.944026
690	4114.921267
691	4114.732823
692	4114.481389
693	4114.367684
694	4114.262594
695	4113.980655
696	4113.934224
697	4113.76363
698	4113.642065
699	4113.518965
700	4113.390143
701	4113.364444
702	4113.202939
703	4113.137222
704	4112.979085
705	4112.706024
706	4112.61969
707	4112.440798
708	4112.306758
709	4112.200417
710	4112.146489
711	4112.097777
712	4111.957164
713	4111.868671
714	4111.823675
715	4111.747084
716	4111.563344
717	4111.435421
718	4111.272588
719	4111.101555
720	4111.070425
721	4110.97127
722	4110.919676
723	4110.689221
724	4110.566483
725	4110.45357
726	4110.277842
727	4110.251092
728	4110.207955
729	4110.102657
730	4109.958639
731	4109.834377
732	4109.741466
733	4109.722523
734	4109.599087
735	4109.54629
736	4109.528337
737	4109.445078
738	4109.42811
739	4109.343237
740	4109.170115
741	4109.115543
742	4109.006208
743	4108.903438
744	4108.847535
745	4108.743084
746	4108.68397
747	4108.506347
748	4108.406227
749	4108.325534
750	4108.184098
751	4108.093538
752	4108.049058
753	4107.934768
754	4107.844266
755	4107.828264
756	4107.775813
757	4107.727657
758	4107.580723
759	4107.322689
760	4107.168038
761	4107.121522
762	4106.93903
763	4106.793027
764	4106.741576
765	4106.68335
766	4106.447343
767	4106.285473
768	4106.208781
769	4106.193191
770	4106.053263
771	4105.918479
772	4105.760785
773	4105.666132
774	4105.516589
775	4105.427
776	4105.333424
777	4105.248944
778	4105.050033
779	4105.035312
780	4104.952263
781	4104.85501
782	4104.730148
783	4104.677964
784	4104.571617
785	4104.443726
786	4104.349594
787	4104.221057
788	4104.103147
789	4103.988328
790	4103.864691
791	4103.778356
792	4103.739933
793	4103.677185
794	4103.605917
795	4103.51252
796	4103.398766
797	4103.33981
798	4103.160837
799	4103.026547
800	4102.90984
801	4102.85461
802	4102.760192
803	4102.72851
804	4102.589452
805	4102.549689
806	4102.526148
807	4102.416424
808	4102.378003
809	4102.304959
810	4102.16979
811	4102.053099
812	4101.967965
813	4101.806523
814	4101.702365
815	4101.629086
816	4101.498588
817	4101.373165
818	4101.359529
819	4101.255739
820	4101.106433
821	4100.962311
822	4100.801973
823	4100.723192
824	4100.559038
825	4100.422777
826	4100.306761
827	4100.260368
828	4100.115699
829	4100.011
830	4099.924669
831	4099.88699
832	4099.838331
833	4099.762452
834	4099.720007
835	4099.697622
836	4099.582333
837	4099.529308
838	4099.420949
839	4099.317482
840	4099.283253
841	4099.087721
842	4098.87513
843	4098.724544
844	4098.620485
845	4098.52826
846	4098.414683
847	4098.341642
848	4098.313468
849	4098.248462
850	4098.170319
851	4098.088422
852	4097.984608
853	4097.939912
854	4097.832094
855	4097.784814
856	4097.674698
857	4097.628578
858	4097.487935
859	4097.334453
860	4097.252659
861	4097.132644
862	4097.047063
863	4096.952632
864	4096.906803
865	4096.692866
866	4096.651611
867	4096.569355
868	4096.529466
869	4096.478153
870	4096.441097
871	4096.182956
872	4096.095169
873	4096.044384
874	4095.94289
875	4095.87317
876	4095.778547
877	4095.723759
878	4095.502959
879	4095.456317
880	4095.233757
881	4095.195617
882	4095.108712
883	4095.034112
884	4094.907882
885	4094.875664
886	4094.790435
887	4094.76336
888	4094.646649
889	4094.570665
890	4094.512868
891	4094.472431
892	4094.385837
893	4094.198432
894	4094.10294
895	4093.962269
896	4093.844734
897	4093.76508
898	4093.70324
899	4093.494117
900	4093.393343
901	4093.348132
902	4093.278604
903	4093.174312
904	4093.114849
905	4093.088695
906	4092.95536
907	4092.880687
908	4092.834199
909	4092.740501
910	4092.6896
911	4092.555399
912	4092.499278
913	4092.192307
914	4092.158981
915	4092.034834
916	4091.947875
917	4091.878598
918	4091.726767
919	4091.658163
920	4091.619941
921	4091.601394
922	4091.547593
923	4091.468118
924	4091.430493
925	4091.319109
926	4091.24306
927	4091.177487
928	4091.107551
929	4091.086555
930	4091.064533
931	4090.759987
932	4090.683887
933	4090.609719
934	4090.391874
935	4090.343908
936	4090.229987
937	4090.1924
938	4090.089458
939	4089.998497
940	4089.952837
941	4089.905919
942	4089.865127
943	4089.738771
944	4089.67206
945	4089.490874
946	4089.413346
947	4089.327209
948	4089.280923
949	4089.176117
950	4089.052828
951	4088.981488
952	4088.908175
953	4088.849051
954	4088.731928
955	4088.676451
956	4088.58347
957	4088.531496
958	4088.513246
959	4088.408469
960	4088.287782
961	4088.276602
962	4088.177589
963	4088.066829
964	4087.944411
965	4087.845509
966	4087.711082
967	4087.412148
968	4087.381016
969	4087.335104
970	4086.952933
971	4086.889101
972	4086.867449
973	4086.835302
974	4086.758349
975	4086.70264
976	4086.586201
977	4086.526249
978	4086.47394
979	4086.442661
980	4086.425203
981	4086.341547
982	4086.25319
983	4086.222281
984	4086.10356
985	4086.035912
986	4085.924548
987	4085.867302
988	4085.752075
989	4085.742271
990	4085.675553
991	4085.56995
992	4085.438677
993	4085.412419
994	4085.331475
995	4085.246918
996	4085.163151
997	4085.102069
998	4085.029213
999	4084.955977
